transcript_id,gene_id,VXZQDSSGHVXESRCU,GFVFCKEMORKYYMLY,DZSVCTWUYNSXZPKA,OXBCHWNYNTPSSTGN,YFLQYUFTSERFAPKN,GDIOTRNJDLZYKHKX,WXOFHUORVFJYNQPU,QSSRZDSPSKYUXCHP
ENSMUST00000107771.11,ENSMUSG00000003868.14,33,46,90,30,48,27,27,4
ENSMUST00000223722.1,ENSMUSG00000094870.8,1,2,0,1,1,1,1,0
ENSMUST00000065896.8,ENSMUSG00000028678.13,61,86,135,83,53,59,71,6
ENSMUSG00000044018.3_49513362_49521093_1,ENSMUSG00000044018.3,15,14,23,13,17,7,17,0
ENSMUST00000170618.7,ENSMUSG00000090129.10,3,10,6,6,17,4,6,0
ENSMUSG00000057230.14_86849517_86956430_1,ENSMUSG00000057230.14,12,29,38,32,19,5,7,4
ENSMUSG00000039233.12_14018236_14039638_1,ENSMUSG00000039233.12,22,26,40,13,23,16,22,0
ENSMUST00000206809.1,ENSMUSG00000047603.9,4,3,2,4,3,0,2,0
ENSMUSG00000073471.3_7946222_7979504_1,ENSMUSG00000073471.3,38,44,86,29,88,27,40,1
ENSMUST00000007921.8,ENSMUSG00000007777.9,78,104,142,71,151,59,68,4
ENSMUST00000033828.6,ENSMUSG00000031451.6,174,234,390,151,463,121,236,11
ENSMUST00000076037.8,ENSMUSG00000061474.11,4,11,7,6,9,2,6,1
ENSMUST00000163230.7,ENSMUSG00000022661.14,2,11,11,9,9,3,5,0
ENSMUST00000108295.7,ENSMUSG00000002058.13,6,7,15,2,7,2,13,0
ENSMUSG00000031776.17_94666723_94673301_1,ENSMUSG00000031776.17,6,10,24,3,10,8,6,2
ENSMUST00000083708.1,ENSMUSG00000065642.1,4,3,0,1,1,1,3,0
ENSMUST00000107959.7,ENSMUSG00000036002.12,8,6,17,5,12,2,12,1
ENSMUSG00000052248.16_45111171_45113984_1,ENSMUSG00000052248.16,4,3,6,9,10,1,6,0
ENSMUST00000110462.7,ENSMUSG00000027206.13,9,17,18,8,15,3,5,2
ENSMUSG00000032965.11_49699233_49764117_2,ENSMUSG00000032965.11,23,37,68,32,39,24,46,2
ENSMUSG00000032965.11_49699233_49764117_1,ENSMUSG00000032965.11,57,55,104,50,74,37,58,1
ENSMUST00000037565.13,ENSMUSG00000066000.12,1,3,1,2,1,2,0,0
ENSMUST00000111343.1,ENSMUSG00000029430.13,30,56,98,34,31,29,62,1
ENSMUSG00000001289.12_102326168_102331307_2,ENSMUSG00000001289.12,14,16,23,13,12,9,9,1
ENSMUST00000176892.7,ENSMUSG00000021000.17,11,7,18,6,7,6,7,1
ENSMUSG00000042492.12_127197798_127208289_1,ENSMUSG00000042492.12,68,109,179,78,119,63,104,4
ENSMUSG00000037236.16_35587712_35590807_1,ENSMUSG00000037236.16,70,67,82,36,100,22,41,3
ENSMUSG00000023018.5_99702291_99703293_1,ENSMUSG00000023018.5,14,14,20,13,16,10,16,0
ENSMUST00000161538.7,ENSMUSG00000029823.16,282,399,422,250,339,165,261,27
ENSMUST00000138688.1,ENSMUSG00000057788.13,2,3,3,3,6,0,1,0
ENSMUSG00000024101.15_66111645_66119448_1,ENSMUSG00000024101.15,18,13,30,13,23,12,22,0
ENSMUSG00000039221.10_28806499_28807422_1,ENSMUSG00000039221.10,77,58,147,29,96,56,81,5
ENSMUST00000150165.7,ENSMUSG00000026939.12,3,8,11,5,10,2,4,0
ENSMUST00000113239.9,ENSMUSG00000005362.14,12,10,12,7,26,3,4,0
ENSMUST00000124172.1,ENSMUSG00000047617.11,3,5,5,6,7,0,10,1
ENSMUSG00000028126.16_95097043_95106430_1,ENSMUSG00000028126.16,7,9,18,4,3,4,8,1
ENSMUSG00000021156.17_9685095_9764454_1,ENSMUSG00000021156.17,21,14,31,15,16,12,13,0
ENSMUST00000029865.3,ENSMUSG00000028211.11,48,61,101,66,71,42,52,6
ENSMUST00000219834.1,ENSMUSG00000025357.8,1,5,2,6,4,2,3,0
ENSMUST00000212050.1,ENSMUSG00000035569.17,24,35,37,24,26,25,43,5
ENSMUSG00000038482.11_13338751_13378180_1,ENSMUSG00000038482.11,30,34,78,32,37,28,35,3
ENSMUST00000231849.1,ENSMUSG00000097318.2,1,4,7,3,7,1,4,0
ENSMUSG00000024067.14_74299484_74425920_1,ENSMUSG00000024067.14,33,25,116,20,41,39,63,3
ENSMUSG00000079641.3_37082520_37085185_9,ENSMUSG00000079641.3,533,431,1478,303,656,424,853,34
ENSMUSG00000079641.3_37082520_37085185_8,ENSMUSG00000079641.3,33,30,116,32,47,43,56,5
ENSMUSG00000015733.13_17637042_17666534_1,ENSMUSG00000015733.13,148,152,252,131,204,74,142,16
ENSMUSG00000079641.3_37082520_37085185_4,ENSMUSG00000079641.3,7769,9107,19873,6451,10434,7436,11286,916
ENSMUSG00000079641.3_37082520_37085185_7,ENSMUSG00000079641.3,45,32,126,20,55,41,51,3
ENSMUSG00000079641.3_37082520_37085185_6,ENSMUSG00000079641.3,138,164,523,116,221,177,296,17
ENSMUSG00000079641.3_37082520_37085185_1,ENSMUSG00000079641.3,201,196,473,87,258,146,259,10
ENSMUSG00000024384.4_32067768_32080475_1,ENSMUSG00000024384.4,7,15,13,16,14,4,5,0
ENSMUSG00000079641.3_37082520_37085185_3,ENSMUSG00000079641.3,67,57,106,21,80,48,58,4
ENSMUSG00000079641.3_37082520_37085185_2,ENSMUSG00000079641.3,37,45,153,32,69,53,86,7
ENSMUSG00000032867.8_118066615_118155426_1,ENSMUSG00000032867.8,45,71,123,70,63,37,69,8
ENSMUSG00000029817.11_49252989_49264011_1,ENSMUSG00000029817.11,5,11,12,8,14,2,5,0
ENSMUSG00000004633.17_54039554_54300502_1,ENSMUSG00000004633.17,4,4,6,4,12,2,6,0
ENSMUSG00000028229.11_19575162_19606277_1,ENSMUSG00000028229.11,20,35,53,32,51,12,25,6
ENSMUSG00000028545.13_111415088_111459927_1,ENSMUSG00000028545.13,10,16,28,5,26,5,14,1
ENSMUST00000166618.1,ENSMUSG00000091400.1,31,54,90,29,41,29,31,1
ENSMUSG00000021764.8_114288648_114388049_1,ENSMUSG00000021764.8,484,668,996,474,773,353,682,47
ENSMUSG00000021764.8_114288648_114388049_3,ENSMUSG00000021764.8,2,4,5,2,6,2,1,0
ENSMUSG00000021764.8_114288648_114388049_2,ENSMUSG00000021764.8,23,30,39,17,32,9,16,0
ENSMUST00000109298.7,ENSMUSG00000017664.16,5,3,12,5,13,3,19,1
ENSMUST00000022292.9,ENSMUSG00000021770.11,4,2,6,3,1,0,2,0
ENSMUST00000211638.1,ENSMUSG00000025474.9,4,3,5,0,4,2,1,0
ENSMUST00000120377.7,ENSMUSG00000028063.15,33,44,101,37,60,37,43,3
ENSMUSG00000061650.6_59948206_59961123_1,ENSMUSG00000061650.6,59,84,117,69,89,49,97,4
ENSMUSG00000060261.15_134237843_134314697_3,ENSMUSG00000060261.15,9,9,22,14,23,8,10,1
ENSMUSG00000059070.16_45719919_45720828_2,ENSMUSG00000059070.16,5,11,23,4,12,11,13,1
ENSMUSG00000051285.17_7088930_7169747_2,ENSMUSG00000051285.17,10,19,14,20,26,6,11,0
ENSMUSG00000037896.17_111039351_111113403_1,ENSMUSG00000037896.17,8,10,15,13,17,5,8,0
ENSMUSG00000044285.8_46084128_46085000_23,ENSMUSG00000044285.8,9,17,26,6,7,7,12,1
ENSMUSG00000044285.8_46084128_46085000_21,ENSMUSG00000044285.8,7,3,15,3,4,5,8,1
ENSMUSG00000044285.8_46084128_46085000_20,ENSMUSG00000044285.8,1,5,4,0,1,3,4,0
ENSMUST00000092584.5,ENSMUSG00000069662.5,405,430,632,479,926,230,485,37
ENSMUSG00000032172.8_20667696_20746349_1,ENSMUSG00000032172.8,4,4,9,5,4,3,4,0
ENSMUSG00000111521.1_45929973_45935893_1,ENSMUSG00000111521.1,4,15,12,24,13,4,18,1
ENSMUSG00000040151.9_144433448_144569881_1,ENSMUSG00000040151.9,63,89,104,37,92,47,63,3
ENSMUST00000029060.10,ENSMUSG00000027546.15,1,3,3,0,1,2,0,0
ENSMUST00000146466.7,ENSMUSG00000039660.16,5,4,9,9,9,6,9,0
ENSMUSG00000037089.11_45563964_45566055_1,ENSMUSG00000037089.11,6,6,15,6,4,2,7,0
ENSMUSG00000039640.7_120484613_120488703_2,ENSMUSG00000039640.7,229,359,502,273,352,251,342,23
ENSMUSG00000011254.16_45947863_45955484_1,ENSMUSG00000011254.16,5,9,14,9,10,5,6,0
ENSMUST00000183830.7,ENSMUSG00000039834.17,2,6,8,4,3,3,6,1
ENSMUSG00000030042.15_82618992_82652874_1,ENSMUSG00000030042.15,5,9,12,8,11,4,14,1
ENSMUST00000102659.1,ENSMUSG00000042272.17,43,57,83,40,53,31,70,5
ENSMUSG00000029547.10_139765084_139775638_1,ENSMUSG00000029547.10,7,7,10,5,17,0,0,1
ENSMUSG00000006498.16_79854633_79864359_2,ENSMUSG00000006498.16,33,46,83,50,41,24,36,4
ENSMUSG00000008892.12_22577086_22588794_1,ENSMUSG00000008892.12,250,284,480,197,354,166,291,25
ENSMUSG00000013701.13_32180291_32201853_1,ENSMUSG00000013701.13,2,3,8,2,4,2,7,1
ENSMUST00000129256.1,ENSMUSG00000017288.15,5,15,24,10,22,7,13,0
ENSMUSG00000025362.6_128624534_128626241_1,ENSMUSG00000025362.6,5,5,5,2,4,2,1,0
ENSMUSG00000025362.6_128624534_128626241_2,ENSMUSG00000025362.6,4,1,2,2,3,0,1,0
ENSMUSG00000025362.6_128624534_128626241_3,ENSMUSG00000025362.6,40,51,116,27,57,34,67,3
ENSMUSG00000025362.6_128624534_128626241_4,ENSMUSG00000025362.6,5,3,1,0,2,0,0,0
ENSMUSG00000025362.6_128624534_128626241_5,ENSMUSG00000025362.6,3,3,9,0,3,2,6,0
ENSMUSG00000025362.6_128624534_128626241_6,ENSMUSG00000025362.6,11,10,45,8,16,11,13,1
ENSMUSG00000025362.6_128624534_128626241_7,ENSMUSG00000025362.6,3,6,12,2,10,3,8,0
ENSMUSG00000025362.6_128624534_128626241_8,ENSMUSG00000025362.6,54,36,122,40,65,32,60,5
ENSMUSG00000025362.6_128624534_128626241_9,ENSMUSG00000025362.6,3,5,9,2,6,2,4,0
ENSMUST00000151068.7,ENSMUSG00000026277.14,16,11,17,15,19,6,9,1
ENSMUST00000163691.2,ENSMUSG00000042622.14,0,1,0,0,0,0,0,0
ENSMUSG00000034485.10_60794542_60859217_1,ENSMUSG00000034485.10,5,1,11,2,5,4,2,1
ENSMUST00000137385.1,ENSMUSG00000048330.14,1,0,3,1,3,0,4,1
ENSMUST00000129448.1,ENSMUSG00000001467.5,58,85,103,83,113,45,67,2
ENSMUST00000173231.1,ENSMUSG00000015120.15,1,2,2,1,0,0,1,0
ENSMUST00000018429.11,ENSMUSG00000020828.13,4,6,7,4,17,0,3,0
ENSMUSG00000055254.15_58807697_58808531_1,ENSMUSG00000055254.15,2,16,1,13,17,0,1,0
ENSMUST00000160864.7,ENSMUSG00000060073.9,109,118,194,69,133,67,122,10
ENSMUSG00000021286.8_111825037_111828386_1,ENSMUSG00000021286.8,47,49,101,37,72,42,69,6
ENSMUSG00000034371.9_10592198_10593183_1,ENSMUSG00000034371.9,16,12,30,14,29,11,22,0
ENSMUST00000129900.1,ENSMUSG00000022772.12,9,9,21,11,11,7,6,0
ENSMUST00000228282.1,ENSMUSG00000022240.10,3,2,2,2,8,0,0,1
ENSMUST00000106513.9,ENSMUSG00000028708.16,0,3,2,1,1,1,1,0
ENSMUST00000175979.1,ENSMUSG00000039166.16,1,2,1,0,0,0,0,0
ENSMUSG00000027663.12_32340226_32365684_1,ENSMUSG00000027663.12,42,58,56,47,44,26,28,1
ENSMUST00000047906.9,ENSMUSG00000034640.9,10,19,18,10,9,2,8,3
ENSMUST00000106257.9,ENSMUSG00000028656.14,11,26,19,20,22,4,12,1
ENSMUST00000121270.7,ENSMUSG00000035545.13,10,15,37,15,12,10,20,0
ENSMUST00000106622.2,ENSMUSG00000068732.5,2,9,19,11,12,7,8,1
ENSMUST00000123519.8,ENSMUSG00000026095.15,57,66,85,58,79,45,44,8
ENSMUSG00000032740.16_29373658_29463307_1,ENSMUSG00000032740.16,18,34,54,41,34,28,28,8
ENSMUSG00000030532.6_80343144_80346102_1,ENSMUSG00000030532.6,5,10,13,5,8,8,6,2
ENSMUSG00000030532.6_80343144_80346102_2,ENSMUSG00000030532.6,4,7,16,6,12,5,5,0
ENSMUSG00000033577.18_80165040_80289893_1,ENSMUSG00000033577.18,21,41,22,41,82,10,13,3
ENSMUST00000198381.4,ENSMUSG00000028273.15,1,0,0,1,2,0,0,1
ENSMUSG00000060261.15_134237843_134242678_1,ENSMUSG00000060261.15,51,74,99,45,73,40,64,3
ENSMUSG00000053646.13_109095577_109100354_1,ENSMUSG00000053646.13,3,3,0,2,2,0,0,0
ENSMUSG00000024095.15_80030341_80062232_2,ENSMUSG00000024095.15,58,61,96,55,45,33,68,6
ENSMUST00000057669.15,ENSMUSG00000063065.13,39,56,93,51,81,33,55,2
ENSMUST00000194959.5,ENSMUSG00000032612.14,8,7,13,13,4,12,8,0
ENSMUSG00000030032.12_83152710_83153390_1,ENSMUSG00000030032.12,4,3,21,8,6,13,12,3
ENSMUSG00000020432.12_3917192_3919348_1,ENSMUSG00000020432.12,38,21,63,24,65,16,34,7
ENSMUST00000141791.1,ENSMUSG00000022681.15,0,0,0,0,1,0,0,0
ENSMUST00000113652.7,ENSMUSG00000037685.15,7,7,3,4,3,3,3,0
ENSMUST00000208247.2,ENSMUSG00000031555.15,0,2,0,3,33,1,1,0
ENSMUST00000100323.2,ENSMUSG00000026955.13,11,12,20,12,12,6,15,3
ENSMUSG00000045962.16_119946237_119948822_1,ENSMUSG00000045962.16,10,9,7,8,12,2,6,1
ENSMUST00000035069.13,ENSMUSG00000032491.14,15,30,41,25,22,19,21,1
ENSMUSG00000002881.14_52457294_52500437_1,ENSMUSG00000002881.14,9,19,24,14,12,14,14,0
ENSMUST00000081956.11,ENSMUSG00000039985.14,2,0,1,2,1,0,1,0
ENSMUST00000211626.1,ENSMUSG00000033916.5,1,0,0,1,1,0,0,0
ENSMUST00000068508.12,ENSMUSG00000024160.16,0,1,1,0,4,0,0,0
ENSMUST00000035033.6,ENSMUSG00000032458.6,62,112,246,123,141,80,134,8
ENSMUSG00000027852.14_103066308_103067909_1,ENSMUSG00000027852.14,15,18,50,18,30,24,41,7
ENSMUSG00000055850.12_72359714_72362393_2,ENSMUSG00000055850.12,3,4,1,7,4,2,3,0
ENSMUST00000177359.1,ENSMUSG00000053929.17,25,26,43,13,53,15,24,1
ENSMUSG00000019975.12_91083106_91097766_1,ENSMUSG00000019975.12,8,8,25,14,20,5,14,0
ENSMUST00000169290.7,ENSMUSG00000002718.14,3,6,2,2,2,3,0,0
ENSMUSG00000035900.18_86058727_86137618_1,ENSMUSG00000035900.18,6,9,17,7,17,1,3,0
ENSMUSG00000003038.15_133964738_133967909_2,ENSMUSG00000003038.15,8,15,21,9,20,7,13,0
ENSMUSG00000022340.15_44671856_44706499_1,ENSMUSG00000022340.15,5,19,17,6,30,6,12,2
ENSMUSG00000020307.15_79682526_79688398_1,ENSMUSG00000020307.15,25,23,62,14,22,21,26,3
ENSMUSG00000052566.8_85002516_85003345_1,ENSMUSG00000052566.8,23,15,29,23,21,8,26,2
ENSMUSG00000031201.17_75422777_75455701_1,ENSMUSG00000031201.17,13,13,33,10,17,6,13,1
ENSMUSG00000070003.7_70597491_70608314_5,ENSMUSG00000070003.7,8,15,36,12,14,10,16,1
ENSMUSG00000070003.7_70597491_70608314_4,ENSMUSG00000070003.7,11,8,27,6,15,14,18,0
ENSMUSG00000070003.7_70597491_70608314_7,ENSMUSG00000070003.7,37,57,84,41,42,29,70,6
ENSMUST00000026405.9,ENSMUSG00000090247.7,253,367,625,275,567,266,490,31
ENSMUSG00000020706.13_106249142_106255824_1,ENSMUSG00000020706.13,21,55,86,44,47,48,54,4
ENSMUSG00000070003.7_70597491_70608314_3,ENSMUSG00000070003.7,5,9,7,9,12,2,3,0
ENSMUSG00000003604.14_112492964_112631073_1,ENSMUSG00000003604.14,2,9,13,2,8,6,4,1
ENSMUST00000230812.1,ENSMUSG00000036678.8,9,5,20,9,6,6,12,0
ENSMUST00000196667.4,ENSMUSG00000047215.14,5,5,13,4,7,0,2,1
ENSMUST00000072289.11,ENSMUSG00000061981.14,10,26,57,33,44,17,28,2
ENSMUST00000026093.8,ENSMUSG00000025103.8,13,21,95,24,31,15,13,4
ENSMUST00000205255.2,ENSMUSG00000030231.11,6,12,14,9,9,6,9,1
ENSMUST00000043757.14,ENSMUSG00000038762.15,50,99,252,92,97,67,136,7
ENSMUST00000061179.11,ENSMUSG00000035437.15,6,3,14,2,12,1,2,0
ENSMUST00000020500.13,ENSMUSG00000020263.14,1,5,10,6,12,0,4,0
ENSMUSG00000079003.2_83997485_84000415_2,ENSMUSG00000079003.2,65,78,212,73,43,68,140,10
ENSMUST00000236769.1,ENSMUSG00000024764.10,1,1,1,1,1,1,0,0
ENSMUSG00000045410.18_4592890_4609138_1,ENSMUSG00000045410.18,55,61,93,42,128,35,68,3
ENSMUST00000154469.7,ENSMUSG00000040532.14,3,9,6,7,8,3,9,1
ENSMUSG00000018666.13_96807305_96808149_2,ENSMUSG00000018666.13,126,108,230,88,145,76,117,5
ENSMUSG00000025066.10_47732627_47732988_1,ENSMUSG00000025066.10,2,2,2,0,2,0,1,0
ENSMUST00000138371.1,ENSMUSG00000028799.15,4,4,7,2,2,4,5,0
ENSMUSG00000021792.15_40993740_41013804_1,ENSMUSG00000021792.15,0,13,8,2,1,0,6,0
ENSMUST00000005825.7,ENSMUSG00000005682.9,1,4,9,7,8,3,2,1
ENSMUSG00000061032.9_78400944_78413007_2,ENSMUSG00000061032.9,1,6,4,3,2,3,1,0
ENSMUSG00000041841.8_5117639_5118678_2,ENSMUSG00000041841.8,35,37,69,11,52,17,29,3
ENSMUSG00000041841.8_5117639_5118678_1,ENSMUSG00000041841.8,43,29,56,17,36,16,41,0
ENSMUST00000106516.1,ENSMUSG00000030922.12,4,6,10,15,7,5,10,1
ENSMUST00000186894.6,ENSMUSG00000026219.14,11,17,8,15,23,2,1,0
ENSMUST00000232260.1,ENSMUSG00000086290.9,6,4,11,5,16,2,5,1
ENSMUSG00000036835.7_30561863_30563180_2,ENSMUSG00000036835.7,74,77,182,56,100,76,110,8
ENSMUST00000035657.8,ENSMUSG00000036613.8,0,0,1,1,0,0,0,0
ENSMUSG00000036989.16_105610650_105611856_1,ENSMUSG00000036989.16,27,22,59,25,27,19,25,5
ENSMUST00000000804.6,ENSMUSG00000000787.12,8,23,16,22,23,6,5,0
ENSMUST00000149588.7,ENSMUSG00000004535.12,0,0,2,0,0,0,2,0
ENSMUST00000061468.8,ENSMUSG00000030814.17,19,19,43,22,18,10,21,0
ENSMUSG00000085438.1_119594303_119600746_1,ENSMUSG00000085438.1,17,20,36,25,33,25,28,1
ENSMUSG00000026074.15_39900913_40024969_1,ENSMUSG00000026074.15,68,89,156,75,88,49,96,7
ENSMUST00000168756.7,ENSMUSG00000022407.10,2,1,2,1,0,0,0,0
ENSMUSG00000027422.15_143985853_143988501_1,ENSMUSG00000027422.15,19,25,28,14,31,7,19,0
ENSMUSG00000034243.17_36875168_36889419_1,ENSMUSG00000034243.17,2,3,9,3,2,0,4,1
ENSMUSG00000034243.17_36875168_36889419_2,ENSMUSG00000034243.17,6,19,42,25,37,13,20,4
ENSMUSG00000022507.6_8830517_8844131_1,ENSMUSG00000022507.6,1,0,3,1,4,2,2,1
ENSMUST00000109820.4,ENSMUSG00000007659.18,7,6,9,3,10,2,5,1
ENSMUSG00000033352.11_65689309_65788286_1,ENSMUSG00000033352.11,9,4,7,7,7,2,2,0
ENSMUSG00000054611.17_4317706_4334001_1,ENSMUSG00000054611.17,1,0,3,0,4,1,1,0
ENSMUST00000129656.1,ENSMUSG00000030037.9,9,9,18,5,4,3,8,1
ENSMUSG00000059005.13_75663590_75667292_1,ENSMUSG00000059005.13,149,173,353,122,185,141,251,21
ENSMUST00000030206.9,ENSMUSG00000028483.13,26,23,69,41,47,28,50,5
ENSMUSG00000097789.2_84528954_84578339_1,ENSMUSG00000097789.2,3,8,9,4,12,5,5,0
ENSMUSG00000029725.10_137778849_137780106_2,ENSMUSG00000029725.10,46,46,83,27,44,27,50,2
ENSMUST00000150280.2,ENSMUSG00000024177.9,1,2,7,1,1,4,1,1
ENSMUSG00000026627.7_191325912_191350201_1,ENSMUSG00000026627.7,5,9,17,10,7,6,5,0
ENSMUST00000078528.6,ENSMUSG00000018446.8,107,146,214,136,122,90,111,11
ENSMUSG00000020376.17_50095938_50104758_1,ENSMUSG00000020376.17,57,69,83,28,127,19,42,4
ENSMUST00000096255.6,ENSMUSG00000071655.12,10,17,33,15,13,11,7,2
ENSMUSG00000020376.17_50095938_50104758_2,ENSMUSG00000020376.17,47,50,69,27,91,24,30,3
ENSMUST00000031895.12,ENSMUSG00000029863.13,59,92,101,43,107,35,73,1
ENSMUSG00000079184.10_56668248_56673994_1,ENSMUSG00000079184.10,23,42,65,42,78,23,49,3
ENSMUST00000173602.1,ENSMUSG00000061232.16,4,8,10,6,6,6,11,0
ENSMUSG00000007850.16_50377769_50386528_1,ENSMUSG00000007850.16,95,126,180,100,121,57,91,6
ENSMUSG00000007850.16_50377769_50386528_2,ENSMUSG00000007850.16,80,126,122,96,132,44,64,4
ENSMUSG00000002833.11_56079634_56099895_1,ENSMUSG00000002833.11,3,1,9,2,5,2,4,0
ENSMUST00000149330.7,ENSMUSG00000041718.16,2,5,8,2,5,3,5,0
ENSMUST00000021800.5,ENSMUSG00000021371.5,48,50,98,45,84,27,54,6
ENSMUST00000102782.3,ENSMUSG00000078193.2,878,1118,1820,884,1078,662,973,80
ENSMUST00000045748.6,ENSMUSG00000035232.8,38,66,102,41,84,32,52,8
ENSMUST00000196254.4,ENSMUSG00000059743.12,99,126,347,84,151,122,241,15
ENSMUSG00000024293.16_10594673_10610352_1,ENSMUSG00000024293.16,5,12,6,10,12,2,7,0
ENSMUST00000088092.5,ENSMUSG00000071660.10,8,9,11,7,12,6,3,0
ENSMUSG00000067786.16_157560107_157562522_8,ENSMUSG00000067786.16,126,115,231,125,160,90,196,18
ENSMUST00000047203.8,ENSMUSG00000035890.9,50,83,135,73,68,61,79,8
ENSMUSG00000067786.16_157560107_157562522_6,ENSMUSG00000067786.16,227,227,412,224,332,123,337,25
ENSMUSG00000067786.16_157560107_157562522_7,ENSMUSG00000067786.16,11,14,23,17,17,11,18,2
ENSMUST00000024854.8,ENSMUSG00000024059.10,2,3,5,1,4,6,3,1
ENSMUST00000165316.7,ENSMUSG00000037851.13,1,3,2,0,0,0,0,0
ENSMUSG00000067786.16_157560107_157562522_1,ENSMUSG00000067786.16,26,19,53,29,40,18,59,3
ENSMUSG00000027671.14_32708765_32726773_1,ENSMUSG00000027671.14,6,4,12,4,5,3,5,0
ENSMUST00000107229.1,ENSMUSG00000028126.16,13,17,28,8,12,8,13,0
ENSMUST00000212499.1,ENSMUSG00000049482.16,0,0,4,3,3,1,3,0
ENSMUSG00000006005.18_150412983_150416241_1,ENSMUSG00000006005.18,7,5,13,8,6,6,5,1
ENSMUST00000221871.1,ENSMUSG00000061477.4,39,60,155,48,55,57,94,5
ENSMUSG00000064284.12_85806972_85811664_1,ENSMUSG00000064284.12,34,24,64,26,62,25,48,2
ENSMUSG00000064284.12_85806972_85811664_2,ENSMUSG00000064284.12,1,6,5,0,1,1,1,0
ENSMUST00000219653.1,ENSMUSG00000019907.10,2,0,1,0,0,1,0,0
ENSMUST00000097864.8,ENSMUSG00000028580.15,3,11,14,14,7,3,6,2
ENSMUST00000161434.1,ENSMUSG00000021577.14,40,43,73,33,84,16,33,2
ENSMUST00000005548.7,ENSMUSG00000005413.8,39,71,109,58,86,46,72,4
ENSMUST00000129668.7,ENSMUSG00000002345.18,0,1,0,0,0,0,0,0
ENSMUSG00000005161.15_84970239_84974317_1,ENSMUSG00000005161.15,57,61,149,28,80,47,78,3
ENSMUSG00000005161.15_84970239_84974317_2,ENSMUSG00000005161.15,48,35,92,21,47,25,61,3
ENSMUSG00000005161.15_84970239_84974317_3,ENSMUSG00000005161.15,217,241,413,109,289,114,272,13
ENSMUSG00000005161.15_84970239_84974317_4,ENSMUSG00000005161.15,23,19,35,15,26,18,30,3
ENSMUST00000198526.4,ENSMUSG00000037364.12,5,10,8,10,4,4,10,0
ENSMUSG00000023452.19_32736761_32746312_1,ENSMUSG00000023452.19,20,40,78,21,39,33,19,0
ENSMUSG00000010538.14_88285716_88296896_1,ENSMUSG00000010538.14,7,8,8,5,6,3,11,1
ENSMUSG00000022994.9_98600497_98609353_1,ENSMUSG00000022994.9,4,14,1,10,10,0,3,0
ENSMUSG00000037563.15_28351508_28352696_1,ENSMUSG00000037563.15,8,16,24,13,8,10,7,0
ENSMUST00000046603.14,ENSMUSG00000062234.14,9,13,10,9,15,1,6,1
ENSMUSG00000021546.18_58391950_58402485_6,ENSMUSG00000021546.18,13,21,26,9,16,7,16,1
ENSMUSG00000033701.13_155624870_155687233_2,ENSMUSG00000033701.13,27,26,53,18,38,17,26,1
ENSMUSG00000050373.13_164786017_164792771_1,ENSMUSG00000050373.13,11,15,31,16,17,11,21,5
ENSMUSG00000022965.8_91547072_91564005_1,ENSMUSG00000022965.8,22,35,70,21,25,21,27,7
ENSMUSG00000021546.18_58391950_58402485_4,ENSMUSG00000021546.18,28,32,51,27,47,16,33,3
ENSMUST00000107389.7,ENSMUSG00000020917.17,32,58,46,40,48,11,14,2
ENSMUSG00000063253.11_83435470_83442495_1,ENSMUSG00000063253.11,24,32,28,30,30,8,6,1
ENSMUSG00000005625.15_95032705_95036660_1,ENSMUSG00000005625.15,53,47,116,33,48,34,70,8
ENSMUSG00000041912.12_94413300_94431509_1,ENSMUSG00000041912.12,17,19,30,17,26,14,15,1
ENSMUST00000151770.7,ENSMUSG00000040785.19,15,26,35,36,28,14,20,3
ENSMUSG00000001150.7_76511154_76515857_1,ENSMUSG00000001150.7,28,37,69,20,50,24,48,1
ENSMUSG00000042042.14_118129104_118139140_1,ENSMUSG00000042042.14,1,4,3,3,10,1,0,0
ENSMUSG00000021546.18_58391950_58402485_1,ENSMUSG00000021546.18,18,10,23,18,21,12,14,2
ENSMUST00000206947.1,ENSMUSG00000034192.5,86,98,151,65,92,61,101,6
ENSMUSG00000025912.16_9687728_9700323_1,ENSMUSG00000025912.16,4,6,6,7,17,2,1,1
ENSMUST00000123773.1,ENSMUSG00000024817.13,7,8,13,6,10,4,5,0
ENSMUSG00000052752.15_24508850_24512567_1,ENSMUSG00000052752.15,60,66,115,65,112,50,99,5
ENSMUST00000239157.1,ENSMUSG00000024561.11,3,1,0,1,1,1,0,0
ENSMUSG00000090733.6_90212671_90213301_1,ENSMUSG00000090733.6,3,6,30,3,8,5,21,1
ENSMUSG00000090733.6_90212671_90213301_2,ENSMUSG00000090733.6,2,2,10,0,4,4,2,0
ENSMUSG00000090733.6_90212671_90213301_3,ENSMUSG00000090733.6,3,3,10,2,2,3,3,0
ENSMUSG00000090733.6_90212671_90213301_4,ENSMUSG00000090733.6,33,24,79,15,40,30,42,3
ENSMUSG00000032239.10_22448311_22468348_1,ENSMUSG00000032239.10,6,3,15,3,9,3,9,0
ENSMUSG00000090733.6_90212671_90213301_6,ENSMUSG00000090733.6,2,0,3,1,1,1,0,0
ENSMUSG00000090733.6_90212671_90213301_7,ENSMUSG00000090733.6,12,4,13,4,5,7,5,1
ENSMUSG00000020114.12_119202645_119239898_1,ENSMUSG00000020114.12,25,51,59,35,34,24,34,1
