Differentially expressed genes,,,,,,,,,
EntrezID,Symbols,GeneName,Chr.1,logFC,AveExpr,t,P.Value,adj.P.Val,B
21838,Thy1,"thymus cell antigen 1, theta",9,0.915381968,3.132105376,-5.627704892,6.88E-05,0.000999713,1.402654498
71904,Paqr7,progestin and adipoQ receptor family member VII,4,0.914404966,2.56286702,-4.167820365,0.001000397,0.006118504,-1.178678965
78887,Sfi1,"Sfi1 homolog, spindle assembly associated (yeast)",11,0.912165297,3.594537092,-6.373380116,1.96E-05,0.000436642,2.576222943
75686,Nudt16,nudix (nucleoside diphosphate linked moiety X)-type motif 16,9,0.910739,1.563427544,-4.905249325,0.000250285,0.002288275,0.4329556
242819,Rundc3b,RUN domain containing 3B,5,0.908874304,2.984219893,-5.872197068,4.52E-05,0.000760115,1.866355285
278240,Spin2c,"spindlin family, member 2C",X,0.907524286,1.111966963,-4.007968018,0.001360999,0.007577913,-1.177924988
14066,F3,coagulation factor III,3,0.906790415,2.671252571,-6.033676362,3.44E-05,0.000633121,2.228482259
330369,Fbxo41,F-box protein 41,6,0.902060544,0.939930623,-4.505310301,0.00052659,0.003938624,-0.20285819
208158,Map6d1,MAP6 domain containing 1,16,0.901880181,2.175526632,-5.00530694,0.000208431,0.002030918,0.490449402
66848,Fuca2,"fucosidase, alpha-L- 2, plasma",10,0.901735111,2.798810892,-6.184967781,2.67E-05,0.000532264,2.458436417
110417,Pigh,"phosphatidylinositol glycan anchor biosynthesis, class H",12,0.901302444,1.982836868,-4.450060151,0.000584439,0.004231229,-0.512178806
117229,Stk33,serine/threonine kinase 33,7,0.900816362,1.846962936,-4.350541482,0.000705734,0.004833784,-0.668331439
54445,Unc93b1,unc-93 homolog B1 (C. elegans),19,0.899374865,1.663099881,-3.935254816,0.001566673,0.00837246,-1.416915808
16517,Kcnj16,"potassium inwardly-rectifying channel, subfamily J, member 16",11,0.898576228,5.256289347,-7.329690382,4.36E-06,0.000163072,3.807949505
11555,Adrb2,"adrenergic receptor, beta 2",18,0.897796315,2.126204194,-4.384192188,0.000662057,0.004609024,-0.677173459
78772,Hhipl2,hedgehog interacting protein-like 2,1,0.897063589,0.489036251,-3.812688172,0.001987898,0.009970385,-1.439867149
20361,Sema7a,"sema domain, immunoglobulin domain (Ig), and GPI membrane anchor, (semaphorin) 7A",9,0.896318174,2.276292993,-5.684008984,6.24E-05,0.00093674,1.698341802
66905,Plin3,perilipin 3,17,0.89565282,2.029872899,-4.520040488,0.000512187,0.003859309,-0.398594514
16772,Lama1,"laminin, alpha 1",17,0.895378756,3.009137827,-6.9457839,7.84E-06,0.000239037,3.658361904
380930,9330188P03Rik,RIKEN cDNA 9330188P03 gene,14,0.893652424,4.843793771,-6.606248751,1.34E-05,0.00034139,2.690879983
383103,Tvp23a,trans-golgi network vesicle protein 23A,16,0.893109873,2.998374683,-7.12334411,5.96E-06,0.000203445,3.949152849
22652,Mkrn3,"makorin, ring finger protein, 3",7,0.892764371,3.856681335,-10.38866378,7.43E-08,1.57E-05,8.299181367
353211,Prune2,prune homolog 2 (Drosophila),19,0.891414356,4.998845415,-8.506207559,8.06E-07,6.00E-05,5.614781711
210808,Lacc1,laccase (multicopper oxidoreductase) domain containing 1,14,0.889601917,2.604005114,-5.941638765,4.01E-05,0.000704875,2.065763211
319478,Cxxc4,CXXC finger 4,3,0.889467511,2.095147662,-4.77655414,0.000317295,0.002702901,0.079178595
14704,Gng3,"guanine nucleotide binding protein (G protein), gamma 3",19,0.888202234,3.017220724,-6.076667799,3.20E-05,0.000604453,2.231325165
102614,Rpp25,ribonuclease P/MRP 25 subunit,9,0.886247823,1.154973513,-4.194859693,0.000949858,0.005924014,-0.822255525
330790,Hapln4,hyaluronan and proteoglycan link protein 4,8,0.884367917,2.272197436,-5.344922501,0.000113102,0.001359286,1.092441872
58909,Fam13a,"family with sequence similarity 13, member A",6,0.884108781,2.328627446,-6.340313122,2.06E-05,0.000448418,2.80826068
13110,Cyp2j6,"cytochrome P450, family 2, subfamily j, polypeptide 6",4,0.883796198,4.834389846,-8.846037394,5.10E-07,4.48E-05,6.127171442
211378,6720489N17Rik,RIKEN cDNA 6720489N17 gene,13,0.883546833,2.393030722,-5.844483439,4.73E-05,0.0007821,1.951532453
12348,Car11,carbonic anhydrase 11,7,0.883219105,1.78328821,-4.776629108,0.000317251,0.002702901,0.139382353
100040671,Gm2897,predicted gene 2897,14,0.882911695,1.551596815,-4.56899178,0.000467179,0.003597774,-0.193537359
64009,Syne1,"spectrin repeat containing, nuclear envelope 1",10,0.88290641,4.917725411,-7.674194724,2.61E-06,0.00011971,4.395244254
56363,Tmeff2,transmembrane protein with EGF-like and two follistatin-like domains 2,1,0.881949195,2.438770782,-4.858665568,0.000272662,0.002434957,0.162985039
17160,Man2b2,"mannosidase 2, alpha B2",5,0.881257998,3.074695891,-5.872714343,4.51E-05,0.000760115,1.857502485
218772,Rarb,"retinoic acid receptor, beta",14,0.880464481,1.164408703,-4.231791194,0.000885029,0.005645932,-0.774640289
223646,Naprt1,nicotinate phosphoribosyltransferase domain containing 1,15,0.879692169,0.830435895,-4.093492647,0.001154014,0.006764317,-0.964066167
235086,Igsf9b,"immunoglobulin superfamily, member 9B",9,0.876442613,4.53490043,-6.591174832,1.37E-05,0.000348499,2.729327956
626802,Gm14322,predicted gene 14322,2,0.87612969,3.123956911,-6.998953303,7.22E-06,0.000225809,3.71963693
14585,Gfra1,glial cell line derived neurotrophic factor family receptor alpha 1,19,0.874312363,3.357839842,-6.210546011,2.56E-05,0.000522669,2.382852608
216148,Shc2,SHC (Src homology 2 domain containing) transforming protein 2,10,0.871753302,2.136136174,-4.979670141,0.00021841,0.002100808,0.442264355
19018,Scand1,SCAN domain-containing 1,2,0.871001379,3.494500052,-6.372532366,1.96E-05,0.000436642,2.604227717
665119,Sec14l5,SEC14-like 5 (S. cerevisiae),16,0.870256548,1.036105069,-4.201932759,0.000937075,0.005874092,-0.792753001
57340,Jph3,junctophilin 3,8,0.868421233,1.339066662,-4.203128749,0.000934931,0.00586693,-0.860442893
329910,Acot11,acyl-CoA thioesterase 11,4,0.867433568,3.399491289,-5.796564829,5.14E-05,0.000829939,1.650663536
320478,Sox2ot,SOX2 overlapping transcript (non-protein coding),3,0.865567852,3.375190638,-5.913649932,4.21E-05,0.000724842,1.840140909
15504,Dnajb3,"DnaJ (Hsp40) homolog, subfamily B, member 3",1,0.865505514,0.98893924,-4.234607995,0.000880275,0.005641645,-0.721756908
11519,Add2,adducin 2 (beta),6,0.864018121,4.258079605,-7.69729723,2.52E-06,0.000117364,4.560495008
98660,Atp1a2,"ATPase, Na+/K+ transporting, alpha 2 polypeptide",1,0.863284376,4.70487876,-6.297812611,2.21E-05,0.000471484,2.21597182
67723,4932415G12Rik,RIKEN cDNA 4932415G12 gene,10,0.862350619,1.368703208,-4.266057665,0.000828942,0.005398763,-0.738134037
72386,2610035D17Rik,RIKEN cDNA 2610035D17 gene,11,0.860513145,1.117569862,-4.418587136,0.000620284,0.004405473,-0.396462914
13848,Ephb6,Eph receptor B6,6,0.860484543,2.343780202,-4.798625952,0.0003046,0.00263419,0.047341766
18088,Nkx2-2,NK2 homeobox 2,2,0.859098154,3.275172929,-7.075568809,6.42E-06,0.000212767,3.814798991
108672,Zdhhc15,"zinc finger, DHHC domain containing 15",X,0.857933211,3.282394346,-6.299970226,2.21E-05,0.000470517,2.536815482
99738,Kcnc4,"potassium voltage gated channel, Shaw-related subfamily, member 4",3,0.856694742,3.338033066,-4.977078848,0.000219445,0.00210366,0.171438
20255,Scg3,secretogranin III,9,0.856304405,4.199680926,-5.508487878,8.47E-05,0.001121211,0.925843339
20190,Ryr1,"ryanodine receptor 1, skeletal muscle",7,0.856238742,1.187604883,-4.375950349,0.000672491,0.004659731,-0.496631775
54381,Cpq,carboxypeptidase Q,15,0.854987444,2.382659472,-4.714741226,0.000355849,0.002946628,-0.09784178
19267,Ptpre,"protein tyrosine phosphatase, receptor type, E",7,0.854536202,1.866302688,-4.889819349,0.000257478,0.002335877,0.334345045
242506,Frmd3,FERM domain containing 3,4,0.852640172,3.79595138,-8.777128567,5.59E-07,4.65E-05,6.231786551
24001,Tiam2,T cell lymphoma invasion and metastasis 2,17,0.852276393,2.779614663,-5.117133949,0.000170141,0.001788933,0.548041795
56370,Tagln3,transgelin 3,16,0.851396613,4.936762339,-7.507828204,3.34E-06,0.000139849,4.14122912
217265,Abca5,"ATP-binding cassette, sub-family A (ABC1), member 5",11,0.849538558,3.942516932,-7.962725807,1.72E-06,9.20E-05,5.030275682
230235,Frrs1l,ferric-chelate reductase 1 like,4,0.849324571,4.603159746,-8.94154772,4.49E-07,4.21E-05,6.298493124
630579,Zfp808,zinc finger protein 80,13,0.847185108,2.791257957,-6.786162081,1.01E-05,0.000278889,3.441021252
14807,Grik3,"glutamate receptor, ionotropic, kainate 3",4,0.846886941,3.566887171,-6.357058847,2.01E-05,0.000441926,2.567058612
269060,Dagla,"diacylglycerol lipase, alpha",19,0.846030411,2.935319224,-5.344307038,0.000113226,0.001359286,0.940573049
269019,Stk32a,serine/threonine kinase 32A,18,0.842814372,3.131514844,-6.343522106,2.05E-05,0.000447396,2.640349108
329659,E130311K13Rik,RIKEN cDNA E130311K13 gene,3,0.842183102,1.905407061,-4.915124549,0.000245791,0.002257346,0.379995976
76142,Ppp1r14c,"protein phosphatase 1, regulatory (inhibitor) subunit 14c",10,0.841369923,4.746835963,-7.451346665,3.63E-06,0.000145439,4.085449565
27412,Peg12,paternally expressed 12,7,0.838749991,7.666868032,-14.46575234,1.16E-09,1.65E-06,12.26242245
77219,Ptgr2,prostaglandin reductase 2,12,0.838678345,4.998340193,-7.287276196,4.64E-06,0.000170713,3.776064492
68127,B230217C12Rik,RIKEN cDNA B230217C12 gene,11,0.837656906,1.613315264,-5.117325569,0.000170082,0.001788933,0.799855803
228564,Frmd5,FERM domain containing 5,2,0.837353648,3.454529183,-6.885016953,8.63E-06,0.000252829,3.464820958
11302,Aatk,apoptosis-associated tyrosine kinase,11,0.83631562,4.489083642,-7.980761842,1.68E-06,9.07E-05,4.949111575
100036572,LOC100036572,uncharacterized LOC100036572,14,0.836135784,1.008201854,-3.98519648,0.00142226,0.007821057,-1.207602102
110789,Gpr98,G protein-coupled receptor 98,13,0.834232964,4.812845079,-7.434817961,3.72E-06,0.000147833,4.043712189
72792,2810459M11Rik,RIKEN cDNA 2810459M11 gene,1,0.832035624,3.930456327,-7.476754228,3.49E-06,0.000142452,4.30055753
27404,Abca8b,"ATP-binding cassette, sub-family A (ABC1), member 8b",11,0.831818581,2.182162336,-4.767676819,0.000322555,0.002740229,0.04080566
11784,Apba2,"amyloid beta (A4) precursor protein-binding, family A, member 2",7,0.828692639,4.985789009,-9.371431367,2.58E-07,3.13E-05,6.811054053
102623,AI414108,expressed sequence AI414108,9,0.828155364,4.579566604,-7.568442683,3.05E-06,0.000131904,4.289285646
72225,1700003M07Rik,RIKEN cDNA 1700003M07 gene,4,0.828002418,0.822664706,-3.832256173,0.001913608,0.00973445,-1.458524816
72480,Tspyl4,TSPY-like 4,10,0.825849867,5.319449793,-8.86262424,4.99E-07,4.48E-05,6.065861077
74256,Cyld,cylindromatosis (turban tumor syndrome),8,0.824370279,4.683669339,-8.505996147,8.06E-07,6.00E-05,5.673278599
320078,Olfml2b,olfactomedin-like 2B,1,0.823667146,2.990451709,-6.624950803,1.30E-05,0.000335515,3.143406353
241568,Lrrc4c,leucine rich repeat containing 4C,2,0.822703992,4.451619527,-7.620120257,2.83E-06,0.000125278,4.407648563
18628,Per3,period circadian clock 3,4,0.822558184,3.177427657,-5.235367617,0.000137526,0.001543881,0.671706509
60597,Mapk8ip2,mitogen-activated protein kinase 8 interacting protein 2,15,0.822411758,3.815618231,-5.790063282,5.20E-05,0.000835454,1.516668272
330177,Taok3,TAO kinase 3,5,0.822364848,3.673865117,-6.756396291,1.06E-05,0.000288922,3.211908616
319587,4930539J05Rik,RIKEN cDNA 4930539J05 gene,3,0.8208872,1.357749714,-4.276437369,0.000812683,0.005335131,-0.728348136
15944,Irgm1,immunity-related GTPase family M member 1,11,0.820794697,3.100257916,-5.874440663,4.50E-05,0.000760115,1.838895569
77097,Tanc2,"tetratricopeptide repeat, ankyrin repeat and coiled-coil containing 2",11,0.820649537,4.455391443,-6.675585701,1.20E-05,0.000316912,2.894126715
319468,Ppm1h,protein phosphatase 1H (PP2C domain containing),10,0.818893851,2.391601043,-4.804780223,0.000301155,0.002612336,0.057344014
100043213,5330434G04Rik,RIKEN cDNA 5330434G04 gene,X,0.817870148,1.737691826,-4.938524737,0.000235474,0.002196628,0.435797298
20192,Ryr3,ryanodine receptor 3,2,0.817394572,2.078904876,-5.21015897,0.000143887,0.001591603,0.877594561
64817,Svep1,"sushi, von Willebrand factor type A, EGF and pentraxin domain containing 1",4,0.814430109,2.110082105,-4.364618426,0.000687113,0.004741852,-0.698036758
98952,Fam102a,"family with sequence similarity 102, member A",2,0.814124086,2.740215105,-5.080119381,0.000181932,0.00186065,0.501353136
20408,Sh3gl3,SH3-domain GRB2-like 3,7,0.813800371,3.055656468,-6.558573877,1.45E-05,0.000360488,3.019718398
56461,Kcnip3,"Kv channel interacting protein 3, calsenilin",2,0.812416352,6.461824771,-7.144367551,5.77E-06,0.000201271,3.359450949
70713,Gpr137c,G protein-coupled receptor 137C,14,0.811693893,1.218005085,-3.951616917,0.001517781,0.008191179,-1.301749076
381236,Lipo1,"lipase, member O1",19,0.809786105,1.657847005,-4.434453857,0.000601938,0.004303968,-0.471807071
16329,Inpp1,inositol polyphosphate-1-phosphatase,1,0.808525624,2.988108166,-6.143895907,2.86E-05,0.000559294,2.330006078
214239,A430105I19Rik,RIKEN cDNA A430105I19 gene,2,0.807618255,3.839120356,-7.582041213,2.99E-06,0.00013019,4.469371052
227485,Cdh19,"cadherin 19, type 2",1,0.807381742,3.344856134,-7.046411843,6.71E-06,0.000217469,3.734405134
20536,Slc4a3,"solute carrier family 4 (anion exchanger), member 3",1,0.807309917,4.004470137,-7.778374065,2.24E-06,0.000108925,4.738030346
100526540,Mir3093,microRNA 3093,3,0.806995674,1.781745896,-4.263864592,0.00083242,0.005414724,-0.849962132
15958,Ifit2,interferon-induced protein with tetratricopeptide repeats 2,19,0.805950994,3.793019359,-6.973090742,7.52E-06,0.00023301,3.534408256
74202,Fblim1,filamin binding LIM protein 1,4,0.804593987,1.910300878,-4.413513015,0.000626272,0.004439135,-0.573506717
107581,Col16a1,"collagen, type XVI, alpha 1",4,0.804139037,5.661001267,-8.207893706,1.22E-06,7.66E-05,5.076710347
381983,Lmtk3,lemur tyrosine kinase 3,7,0.803729159,3.581290426,-7.031098409,6.87E-06,0.00021994,3.675778958
207921,Fam228b,"family with sequence similarity 228, member B",12,0.802821592,0.906765547,-3.908600247,0.001649788,0.008728107,-1.348555807
76787,Ppfia3,"protein tyrosine phosphatase, receptor type, f polypeptide (PTPRF), interacting protein (liprin), alpha 3",7,0.801783829,2.818120219,-5.439075164,9.57E-05,0.001206282,1.126989679
50997,Mpp2,"membrane protein, palmitoylated 2 (MAGUK p55 subfamily member 2)",11,0.79988549,2.938113147,-5.353819973,0.000111328,0.001344446,0.948676165
14167,Fgf12,fibroblast growth factor 12,16,0.797925968,2.471260562,-6.143585909,2.86E-05,0.000559294,2.437014841
69430,1700048O20Rik,RIKEN cDNA 1700048O20 gene,9,0.797730659,1.577821941,-4.118086566,0.001100675,0.006534492,-1.07899054
217944,Rapgef5,Rap guanine nucleotide exchange factor (GEF) 5,12,0.793447775,2.647246822,-5.786027887,5.23E-05,0.000838419,1.770785974
224814,Abcc10,"ATP-binding cassette, sub-family C (CFTR/MRP), member 10",17,0.793292916,2.13281848,-5.109780238,0.000172419,0.001799936,0.678589609
109594,Lmo1,LIM domain only 1,7,0.793233655,4.894034086,-9.032218505,3.99E-07,3.86E-05,6.364720654
208043,Setd1b,SET domain containing 1B,5,0.791610789,2.250729407,-4.802173307,0.000302609,0.002621755,0.099296938
212390,Klhl32,kelch-like 32,4,0.790681781,2.482668752,-5.288294695,0.000125105,0.001442255,0.936289287
217843,Unc79,unc-79 homolog (C. elegans),12,0.790191539,5.23085752,-9.111600425,3.60E-07,3.74E-05,6.417811647
216831,Arhgap44,Rho GTPase activating protein 44,11,0.788639171,2.906095765,-6.180192145,2.69E-05,0.000535068,2.41181652
24056,Sh3bp5,SH3-domain binding protein 5 (BTK-associated),14,0.788601347,3.158359816,-5.80614252,5.06E-05,0.00081828,1.709400517
76650,Srxn1,sulfiredoxin 1 homolog (S. cerevisiae),2,0.786692922,3.812530421,-7.833494857,2.07E-06,0.000102674,4.861984766
240322,Adamts19,"a disintegrin-like and metallopeptidase (reprolysin type) with thrombospondin type 1 motif, 19",18,0.78632611,1.497016559,-4.782013742,0.000314105,0.002686986,0.192820422
99586,Dpyd,dihydropyrimidine dehydrogenase,3,0.785864961,1.149384805,-3.835855615,0.001900253,0.009678841,-1.51049756
217364,Engase,endo-beta-N-acetylglucosaminidase,11,0.784325079,1.911458739,-4.914358527,0.000246137,0.002258048,0.364714138
20616,Snap91,synaptosomal-associated protein 91,9,0.782532774,5.271105408,-8.800917387,5.41E-07,4.56E-05,5.982017982
68666,Svop,SV2 related protein,5,0.782513326,4.254164284,-7.760802297,2.30E-06,0.00011058,4.648005255
239017,Ogdhl,oxoglutarate dehydrogenase-like,14,0.782259217,4.649078044,-8.183109457,1.26E-06,7.72E-05,5.210551802
100044193,Gm20939,"predicted gene, 20939",17,0.780838325,1.86421691,-5.110055083,0.000172333,0.001799936,0.732554198
19876,Robo1,roundabout homolog 1 (Drosophila),16,0.78032929,4.024161751,-7.452745186,3.62E-06,0.000145439,4.238253072
330812,Rnf150,ring finger protein 150,8,0.779994486,2.297113321,-5.205612975,0.000145067,0.001598544,0.81448922
70209,Tmem143,transmembrane protein 143,7,0.779521542,2.56591794,-5.547880098,7.91E-05,0.001078078,1.382565552
13180,Pcbd1,pterin 4 alpha carbinolamine dehydratase/dimerization cofactor of hepatocyte nuclear factor 1 alpha (TCF1) 1,10,0.778456537,2.018153909,-4.638674456,0.000410041,0.003277295,-0.171784082
216177,AU041133,expressed sequence AU041133,10,0.775856684,2.553733,-5.614914745,7.03E-05,0.001012891,1.491582099
110891,Slc8a2,"solute carrier family 8 (sodium/calcium exchanger), member 2",7,0.77569014,3.622600234,-5.348306642,0.000112424,0.00135423,0.765339494
327655,Ppip5k1,diphosphoinositol pentakisphosphate kinase 1,2,0.775499382,3.557770554,-7.131246332,5.89E-06,0.000203158,3.834514936
69548,2310015A10Rik,RIKEN cDNA 2310015A10 gene,12,0.775258817,1.491955547,-3.996334486,0.001391952,0.007696038,-1.295893906
321000,Lrif1,ligand dependent nuclear receptor interacting factor 1,3,0.774961666,3.573622034,-7.827016452,2.09E-06,0.00010319,4.893103104
68526,Gpr155,G protein-coupled receptor 155,2,0.774709468,1.981989468,-4.261170409,0.000836713,0.005435193,-0.888113048
320705,Bend6,BEN domain containing 6,1,0.771413693,1.728195522,-4.32032116,0.000747484,0.005049244,-0.712759337
228413,Prrg4,proline rich Gla (G-carboxyglutamic acid) 4 (transmembrane),2,0.770212478,3.52859738,-7.502946408,3.36E-06,0.000139849,4.417477534
66274,Lyrm9,LYR motif containing 9,11,0.76984173,3.062445413,-6.43726064,1.76E-05,0.000407657,2.806575732
22710,Zfp52,zinc finger protein 52,17,0.769548256,1.695355108,-4.392144816,0.000652148,0.004561188,-0.581080097
72511,2610316D01Rik,RIKEN cDNA 2610316D01 gene,3,0.768396301,2.269995317,-4.927588067,0.000240239,0.002224864,0.302526685
227659,Slc2a6,"solute carrier family 2 (facilitated glucose transporter), member 6",2,0.767004097,3.447910053,-6.137839273,2.89E-05,0.000562456,2.2057673
331004,Slc9a9,"solute carrier family 9 (sodium/hydrogen exchanger), member 9",9,0.766737336,2.324567486,-4.676632331,0.000382006,0.003125023,-0.166058825
16531,Kcnma1,"potassium large conductance calcium-activated channel, subfamily M, alpha member 1",14,0.766700934,4.37188038,-6.945326518,7.85E-06,0.000239037,3.354595308
54216,Pcdh7,protocadherin 7,5,0.766138331,5.951531824,-9.588549715,1.96E-07,2.64E-05,6.957342529
77117,Zfp934,zinc finger protein 934,13,0.765362838,2.532326025,-5.816071646,4.97E-05,0.000808157,1.85651434
19266,Ptprd,"protein tyrosine phosphatase, receptor type, D",4,0.763696519,4.568330741,-7.311666264,4.48E-06,0.000165821,3.901738481
213389,Prdm9,PR domain containing 9,17,0.763246837,1.839847855,-4.011768214,0.001351041,0.007547214,-1.34933826
66895,Pxdc1,PX domain containing 1,13,0.763179936,4.537541399,-7.016123767,7.03E-06,0.000221102,3.429505148
100503237,Gm19605,"predicted gene, 19605",12,0.762802967,1.843699873,-3.993916666,0.001398474,0.007723097,-1.364446344
20273,Scn8a,"sodium channel, voltage-gated, type VIII, alpha",15,0.761687976,3.511471231,-6.441630005,1.75E-05,0.000406041,2.70599129
20404,Sh3gl2,SH3-domain GRB2-like 2,4,0.761032716,2.213839572,-5.455074623,9.31E-05,0.001190654,1.284007515
381338,Lonrf2,LON peptidase N-terminal domain and ring finger 2,1,0.760380898,4.744143361,-8.19120622,1.25E-06,7.70E-05,5.199015733
107747,Aldh1l1,"aldehyde dehydrogenase 1 family, member L1",6,0.760015333,6.035158826,-5.587752171,7.38E-05,0.001042973,0.736413797
327814,Ppfia2,"protein tyrosine phosphatase, receptor type, f polypeptide (PTPRF), interacting protein (liprin), alpha 2",10,0.758263793,2.598288884,-4.981668152,0.000217614,0.002096928,0.342400297
18040,Nefm,"neurofilament, medium polypeptide",14,0.758048713,2.048461678,-4.934952342,0.00023702,0.002206705,0.356755446
245578,Pcdh11x,protocadherin 11 X-linked,X,0.757113463,5.169304047,-8.277868441,1.10E-06,7.20E-05,5.248712346
83453,Chrdl1,chordin-like 1,X,0.755005403,4.366170121,-6.364526569,1.98E-05,0.000438343,2.381425812
234396,Ankle1,ankyrin repeat and LEM domain containing 1,8,0.754773051,3.370426677,-6.706996858,1.14E-05,0.000306782,3.181806927
67260,Cers4,ceramide synthase 4,8,0.753362851,3.305738083,-6.804154902,9.79E-06,0.00027408,3.358659988
19276,Ptprn2,"protein tyrosine phosphatase, receptor type, N polypeptide 2",12,0.753321824,2.990990338,-5.870962649,4.53E-05,0.000760115,1.840367469
232232,Hdac11,histone deacetylase 11,6,0.752361886,2.126104489,-4.979818781,0.00021835,0.002100808,0.436369811
209601,4922501L14Rik,RIKEN cDNA 4922501L14 gene,3,0.750917861,1.803936186,-4.624618271,0.000420955,0.003347404,-0.160940969
414758,5830428H23Rik,RIKEN cDNA 5830428H23 gene,19,0.748101543,2.525413347,-5.098282714,0.000176043,0.001822702,0.555954607
19659,Rbp1,"retinol binding protein 1, cellular",9,0.747684819,2.287091959,-4.358326341,0.000695373,0.004781233,-0.772913488
407812,Zfp941,zinc finger protein 941,7,0.747273295,3.141784729,-6.10842735,3.03E-05,0.000583471,2.22917241
20743,Sptbn2,"spectrin beta, non-erythrocytic 2",19,0.74702278,5.772823805,-8.396853469,9.36E-07,6.54E-05,5.338213089
14800,Gria2,"glutamate receptor, ionotropic, AMPA2 (alpha 2)",3,0.746581272,7.981974179,-9.247579802,3.02E-07,3.33E-05,6.388227592
11839,Areg,amphiregulin,5,0.746405179,3.741126478,-7.243409191,4.96E-06,0.000178754,3.968004266
69309,Slc16a13,"solute carrier family 16 (monocarboxylic acid transporters), member 13",11,0.745551965,2.818391065,-5.450531318,9.38E-05,0.001194277,1.131227286
14803,Grid1,"glutamate receptor, ionotropic, delta 1",14,0.745365762,3.086099572,-5.822819853,4.91E-05,0.000802543,1.732052631
234593,Ndrg4,N-myc downstream regulated gene 4,8,0.744552671,4.016521996,-7.476839855,3.49E-06,0.000142452,4.271563589
19273,Ptpru,"protein tyrosine phosphatase, receptor type, U",4,0.74374201,1.730842209,-4.081160005,0.00118175,0.006863535,-1.175009815
67013,Oma1,"OMA1 homolog, zinc metallopeptidase (S. cerevisiae)",4,0.743028685,3.191133619,-6.086515383,3.14E-05,0.00059718,2.183616649
57138,Slc12a5,"solute carrier family 12, member 5",2,0.74261779,1.040345008,-3.999267886,0.00138408,0.007661446,-1.197106563
105171,Arrdc3,arrestin domain containing 3,13,0.740999195,4.555269699,-8.715349727,6.07E-07,4.88E-05,5.982942795
12827,Col4a2,"collagen, type IV, alpha 2",8,0.738174931,2.804974843,-4.998988955,0.000210845,0.00204464,0.32593453
73121,Fam101a,"family with sequence similarity 101, member A",5,0.736275693,3.985646692,-6.534829758,1.50E-05,0.000364672,2.753525457
381077,Ccdc78,coiled-coil domain containing 78,17,0.73439835,2.201603096,-5.17888819,0.000152207,0.001651637,0.78725301
213484,Nudt18,nudix (nucleoside diphosphate linked moiety X)-type motif 18,14,0.734326848,2.007818418,-4.368170236,0.000682495,0.00471319,-0.679703517
27276,Plekhb1,"pleckstrin homology domain containing, family B (evectins) member 1",7,0.733749276,4.697335544,-6.160130946,2.78E-05,0.000548619,1.967520495
80987,Nckipsd,NCK interacting protein with SH3 domain,9,0.732515405,2.038423084,-4.232742509,0.000883421,0.005643748,-0.952729376
26875,Pclo,piccolo (presynaptic cytomatrix protein),5,0.730977806,3.043678865,-5.204466024,0.000145366,0.001600601,0.643749054
11931,Atp1b1,"ATPase, Na+/K+ transporting, beta 1 polypeptide",1,0.729572889,5.117137602,-7.892166639,1.90E-06,9.81E-05,4.687115902
12062,Bdkrb2,"bradykinin receptor, beta 2",12,0.728946932,3.686502055,-6.453753781,1.72E-05,0.00040049,2.692982853
77422,C330018D20Rik,RIKEN cDNA C330018D20 gene,18,0.728576307,3.286618169,-6.076033326,3.20E-05,0.000604453,2.143134769
72244,1600014C10Rik,RIKEN cDNA 1600014C10 gene,7,0.728474202,1.700678147,-4.04375901,0.00127011,0.007233326,-1.233834028
66573,Dzip1,DAZ interacting protein 1,14,0.724939392,4.612346646,-6.667793259,1.22E-05,0.000319106,2.838739542
433904,Ociad2,OCIA domain containing 2,5,0.724245823,3.143769475,-5.984087536,3.74E-05,0.000670934,2.000552452
74519,Cyp2j9,"cytochrome P450, family 2, subfamily j, polypeptide 9",4,0.722400137,3.289380615,-5.304080232,0.000121631,0.001411115,0.770500318
215693,Zmat1,"zinc finger, matrin type 1",X,0.72218248,1.593536478,-3.969556802,0.001465961,0.007999524,-1.355134617
81905,Cacng8,"calcium channel, voltage-dependent, gamma subunit 8",7,0.722066406,3.60960165,-7.017935251,7.01E-06,0.000221102,3.635064341
13003,Vcan,versican,13,0.719353725,7.500141751,-7.944492439,1.77E-06,9.30E-05,4.544891284
11881,Arsb,arylsulfatase B,13,0.718578775,1.818950291,-4.105276397,0.001128135,0.006653749,-1.148292739
22712,Zfp54,zinc finger protein 54,17,0.718467398,1.87132734,-4.784837424,0.000312468,0.002679427,0.121897138
13803,Enc1,ectodermal-neural cortex 1,13,0.718291005,6.993097441,-8.322725952,1.04E-06,6.92E-05,5.127752042
52480,D7Ertd715e,"DNA segment, Chr 7, ERATO Doi 715, expressed",7,0.718080514,3.600797791,-4.721788979,0.000351218,0.002916773,-0.425636787
218476,Gcnt4,"glucosaminyl (N-acetyl) transferase 4, core 2 (beta-1,6-N-acetylglucosaminyltransferase)",13,0.717417254,3.864192937,-6.222477069,2.51E-05,0.000516671,2.241248671
215335,Slc36a1,"solute carrier family 36 (proton/amino acid symporter), member 1",11,0.713762919,2.831302447,-4.665968294,0.000389676,0.003167731,-0.323585454
101502,Hsd3b7,"hydroxy-delta-5-steroid dehydrogenase, 3 beta- and steroid delta-isomerase 7",7,0.713456844,2.273426858,-4.733184757,0.000343862,0.002875135,-0.057867335
